District,Year,Crime_Type,Total,Source
Bahraich,2018,IPC Crimes,4141,NCRB
Ballia,2018,IPC Crimes,2780,NCRB
Balrampur,2018,IPC Crimes,1048,NCRB
Banda,2018,IPC Crimes,1685,NCRB
Barabanki,2018,IPC Crimes,6010,NCRB
Bareilly,2018,IPC Crimes,8019,NCRB
Basti,2018,IPC Crimes,1997,NCRB
Bijnor,2018,IPC Crimes,3982,NCRB
Bulandshahar,2018,IPC Crimes,7173,NCRB
Chandoli,2018,IPC Crimes,2131,NCRB
Chitrakoot,2018,IPC Crimes,1231,NCRB
Deoria,2018,IPC Crimes,3024,NCRB
Etah,2018,IPC Crimes,3921,NCRB
Etawah,2018,IPC Crimes,3107,NCRB
Ayodhya,2018,IPC Crimes,4616,NCRB
Fatehgarh,2018,IPC Crimes,2881,NCRB
Fatehpur,2018,IPC Crimes,2913,NCRB
Firozabad,2018,IPC Crimes,4432,NCRB
Gautambudh Nagar,2018,IPC Crimes,10159,NCRB
Ghaziabad,2018,IPC Crimes,15250,NCRB
Ghazipur,2018,IPC Crimes,3481,NCRB
Gonda,2018,IPC Crimes,3017,NCRB
Gorakhpur,2018,IPC Crimes,7847,NCRB
Hamirpur,2018,IPC Crimes,1677,NCRB
Hapur,2018,IPC Crimes,2323,NCRB
Hardoi,2018,IPC Crimes,3909,NCRB
Hathras,2018,IPC Crimes,2654,NCRB
Jalaun,2018,IPC Crimes,1988,NCRB
Jaunpur,2018,IPC Crimes,5461,NCRB
Jhansi,2018,IPC Crimes,3264,NCRB
Kannauj,2018,IPC Crimes,2799,NCRB
Kanpur Dehat,2018,IPC Crimes,3113,NCRB
Kanpur Nagar,2018,IPC Crimes,9209,NCRB
Kasganj,2018,IPC Crimes,2014,NCRB
Kaushambi,2018,IPC Crimes,2419,NCRB
Khiri,2018,IPC Crimes,5884,NCRB
Kushi Nagar,2018,IPC Crimes,3688,NCRB
Lalitpur,2018,IPC Crimes,2002,NCRB
Lucknow,2018,IPC Crimes,19867,NCRB
Maharajganj,2018,IPC Crimes,995,NCRB
Mahoba,2018,IPC Crimes,1173,NCRB
Mainpuri,2018,IPC Crimes,3233,NCRB
Mathura,2018,IPC Crimes,6478,NCRB
Mau,2018,IPC Crimes,2588,NCRB
Meerut,2018,IPC Crimes,10600,NCRB
Mirzapur,2018,IPC Crimes,2317,NCRB
Moradabad,2018,IPC Crimes,4834,NCRB
Muzaffarnagar,2018,IPC Crimes,4749,NCRB
Pilibhit,2018,IPC Crimes,3277,NCRB
Pratapgarh,2018,IPC Crimes,5687,NCRB
Raibareilly,2018,IPC Crimes,5591,NCRB
Rampur,2018,IPC Crimes,2908,NCRB
Saharanpur,2018,IPC Crimes,3777,NCRB
Sambhal,2018,IPC Crimes,3157,NCRB
Sant Kabirnagar,2018,IPC Crimes,1427,NCRB
Shahjahanpur,2018,IPC Crimes,5573,NCRB
Shamli,2018,IPC Crimes,1968,NCRB
Shrawasti,2018,IPC Crimes,901,NCRB
Sidharthnagar,2018,IPC Crimes,1311,NCRB
Sitapur,2018,IPC Crimes,6272,NCRB
Sonbhadra,2018,IPC Crimes,1706,NCRB
Bhadohi,2018,IPC Crimes,1379,NCRB
Sultanpur,2018,IPC Crimes,5095,NCRB
Unnao,2018,IPC Crimes,4178,NCRB
Varanasi,2018,IPC Crimes,10453,NCRB
Agra,2018,Missing Persons,0,NCRB
Aligarh,2018,Missing Persons,0,NCRB
Prayagraj,2018,Missing Persons,0,NCRB
Ambedkar Nagar,2018,Missing Persons,0,NCRB
Amethi,2018,Missing Persons,0,NCRB
Amroha,2018,Missing Persons,0,NCRB
Auraiya,2018,Missing Persons,0,NCRB
Azamgarh,2018,Missing Persons,0,NCRB
Badaun,2018,Missing Persons,0,NCRB
Baghpat,2018,Missing Persons,0,NCRB
Bahraich,2018,Missing Persons,0,NCRB
Ballia,2018,Missing Persons,0,NCRB
Balrampur,2018,Missing Persons,0,NCRB
Banda,2018,Missing Persons,0,NCRB
Barabanki,2018,Missing Persons,0,NCRB
Bareilly,2018,Missing Persons,0,NCRB
Basti,2018,Missing Persons,0,NCRB
Bijnor,2018,Missing Persons,0,NCRB
Bulandshahar,2018,Missing Persons,0,NCRB
Chandoli,2018,Missing Persons,0,NCRB
Chitrakoot,2018,Missing Persons,0,NCRB
Deoria,2018,Missing Persons,0,NCRB
Etah,2018,Missing Persons,0,NCRB
Etawah,2018,Missing Persons,0,NCRB
Ayodhya,2018,Missing Persons,0,NCRB
Fatehgarh,2018,Missing Persons,0,NCRB
Fatehpur,2018,Missing Persons,0,NCRB
Firozabad,2018,Missing Persons,0,NCRB
Gautambudh Nagar,2018,Missing Persons,0,NCRB
Ghaziabad,2018,Missing Persons,0,NCRB
Ghazipur,2018,Missing Persons,0,NCRB
Gonda,2018,Missing Persons,0,NCRB
Gorakhpur,2018,Missing Persons,0,NCRB
Hamirpur,2018,Missing Persons,0,NCRB
Hapur,2018,Missing Persons,0,NCRB
Hardoi,2018,Missing Persons,0,NCRB
Hathras,2018,Missing Persons,0,NCRB
Jalaun,2018,Missing Persons,0,NCRB
Jaunpur,2018,Missing Persons,0,NCRB
Jhansi,2018,Missing Persons,0,NCRB
Kannauj,2018,Missing Persons,0,NCRB
Kanpur Dehat,2018,Missing Persons,0,NCRB
Kanpur Nagar,2018,Missing Persons,0,NCRB
Kasganj,2018,Missing Persons,0,NCRB
Kaushambi,2018,Missing Persons,0,NCRB
Khiri,2018,Missing Persons,0,NCRB
Kushi Nagar,2018,Missing Persons,0,NCRB
Lalitpur,2018,Missing Persons,0,NCRB
Lucknow,2018,Missing Persons,0,NCRB
Maharajganj,2018,Missing Persons,0,NCRB
Mahoba,2018,Missing Persons,0,NCRB
Mainpuri,2018,Missing Persons,0,NCRB
Mathura,2018,Missing Persons,0,NCRB
Mau,2018,Missing Persons,0,NCRB
Meerut,2018,Missing Persons,0,NCRB
Mirzapur,2018,Missing Persons,0,NCRB
Moradabad,2018,Missing Persons,0,NCRB
Muzaffarnagar,2018,Missing Persons,0,NCRB
Pilibhit,2018,Missing Persons,0,NCRB
Pratapgarh,2018,Missing Persons,0,NCRB
Raibareilly,2018,Missing Persons,0,NCRB
Rampur,2018,Missing Persons,0,NCRB
Saharanpur,2018,Missing Persons,0,NCRB
Sambhal,2018,Missing Persons,0,NCRB
Sant Kabirnagar,2018,Missing Persons,0,NCRB
Shahjahanpur,2018,Missing Persons,0,NCRB
Shamli,2018,Missing Persons,0,NCRB
Shrawasti,2018,Missing Persons,0,NCRB
Sidharthnagar,2018,Missing Persons,0,NCRB
Sitapur,2018,Missing Persons,0,NCRB
Sonbhadra,2018,Missing Persons,0,NCRB
Bhadohi,2018,Missing Persons,0,NCRB
Sultanpur,2018,Missing Persons,0,NCRB
Unnao,2018,Missing Persons,0,NCRB
Varanasi,2018,Missing Persons,0,NCRB
Agra,2018,SLL Crimes,3755,NCRB
Aligarh,2018,SLL Crimes,5561,NCRB
Prayagraj,2018,SLL Crimes,3979,NCRB
Ambedkar Nagar,2018,SLL Crimes,1157,NCRB
Amethi,2018,SLL Crimes,852,NCRB
Amroha,2018,SLL Crimes,2589,NCRB
Auraiya,2018,SLL Crimes,2370,NCRB
Azamgarh,2018,SLL Crimes,1656,NCRB
Badaun,2018,SLL Crimes,3348,NCRB
Baghpat,2018,SLL Crimes,2417,NCRB
Bahraich,2018,SLL Crimes,2754,NCRB
Ballia,2018,SLL Crimes,1327,NCRB
Balrampur,2018,SLL Crimes,1267,NCRB
Banda,2018,SLL Crimes,1829,NCRB
Barabanki,2018,SLL Crimes,2502,NCRB
Bareilly,2018,SLL Crimes,5359,NCRB
Basti,2018,SLL Crimes,2924,NCRB
Bijnor,2018,SLL Crimes,4778,NCRB
Bulandshahar,2018,SLL Crimes,6166,NCRB
Chandoli,2018,SLL Crimes,1183,NCRB
Chitrakoot,2018,SLL Crimes,871,NCRB
Deoria,2018,SLL Crimes,2282,NCRB
Etah,2018,SLL Crimes,2563,NCRB
Etawah,2018,SLL Crimes,2162,NCRB
Ayodhya,2018,SLL Crimes,2903,NCRB
Fatehgarh,2018,SLL Crimes,2571,NCRB
Fatehpur,2018,SLL Crimes,2796,NCRB
Firozabad,2018,SLL Crimes,4069,NCRB
Gautambudh Nagar,2018,SLL Crimes,4978,NCRB
Ghaziabad,2018,SLL Crimes,6179,NCRB
Ghazipur,2018,SLL Crimes,1642,NCRB
Gonda,2018,SLL Crimes,2117,NCRB
Gorakhpur,2018,SLL Crimes,4616,NCRB
Hamirpur,2018,SLL Crimes,1862,NCRB
Hapur,2018,SLL Crimes,2725,NCRB
Hardoi,2018,SLL Crimes,3537,NCRB
Hathras,2018,SLL Crimes,2567,NCRB
Jalaun,2018,SLL Crimes,3147,NCRB
Jaunpur,2018,SLL Crimes,2277,NCRB
Jhansi,2018,SLL Crimes,2940,NCRB
Kannauj,2018,SLL Crimes,2825,NCRB
Kanpur Dehat,2018,SLL Crimes,2547,NCRB
Kanpur Nagar,2018,SLL Crimes,4886,NCRB
Kasganj,2018,SLL Crimes,2484,NCRB
Kaushambi,2018,SLL Crimes,2272,NCRB
Khiri,2018,SLL Crimes,3099,NCRB
Kushi Nagar,2018,SLL Crimes,3245,NCRB
Lalitpur,2018,SLL Crimes,2887,NCRB
Lucknow,2018,SLL Crimes,5423,NCRB
Maharajganj,2018,SLL Crimes,3306,NCRB
Mahoba,2018,SLL Crimes,1652,NCRB
Mainpuri,2018,SLL Crimes,2893,NCRB
Mathura,2018,SLL Crimes,7840,NCRB
Mau,2018,SLL Crimes,1578,NCRB
Meerut,2018,SLL Crimes,7846,NCRB
Mirzapur,2018,SLL Crimes,2130,NCRB
Moradabad,2018,SLL Crimes,5523,NCRB
Muzaffarnagar,2018,SLL Crimes,8040,NCRB
Pilibhit,2018,SLL Crimes,2973,NCRB
Pratapgarh,2018,SLL Crimes,2471,NCRB
Raibareilly,2018,SLL Crimes,3283,NCRB
Rampur,2018,SLL Crimes,5546,NCRB
Saharanpur,2018,SLL Crimes,6887,NCRB
Sambhal,2018,SLL Crimes,2387,NCRB
Sant Kabirnagar,2018,SLL Crimes,2470,NCRB
Shahjahanpur,2018,SLL Crimes,6980,NCRB
Shamli,2018,SLL Crimes,3333,NCRB
Shrawasti,2018,SLL Crimes,854,NCRB
Sidharthnagar,2018,SLL Crimes,1600,NCRB
Sitapur,2018,SLL Crimes,3420,NCRB
Sonbhadra,2018,SLL Crimes,1248,NCRB
Bhadohi,2018,SLL Crimes,976,NCRB
Sultanpur,2018,SLL Crimes,1697,NCRB
Unnao,2018,SLL Crimes,3897,NCRB
Varanasi,2018,SLL Crimes,3500,NCRB
Agra,2018,Crimes Against Women,1951,NCRB
Aligarh,2018,Crimes Against Women,1497,NCRB
Prayagraj,2018,Crimes Against Women,1950,NCRB
Ambedkar Nagar,2018,Crimes Against Women,328,NCRB
Amethi,2018,Crimes Against Women,618,NCRB
Amroha,2018,Crimes Against Women,464,NCRB
Auraiya,2018,Crimes Against Women,641,NCRB
Azamgarh,2018,Crimes Against Women,770,NCRB
Badaun,2018,Crimes Against Women,957,NCRB
Baghpat,2018,Crimes Against Women,335,NCRB
Bahraich,2018,Crimes Against Women,976,NCRB
Ballia,2018,Crimes Against Women,764,NCRB
Balrampur,2018,Crimes Against Women,228,NCRB
Banda,2018,Crimes Against Women,395,NCRB
Barabanki,2018,Crimes Against Women,899,NCRB
Bareilly,2018,Crimes Against Women,1858,NCRB
Basti,2018,Crimes Against Women,499,NCRB
Bijnor,2018,Crimes Against Women,1082,NCRB
Bulandshahar,2018,Crimes Against Women,1345,NCRB
Chandoli,2018,Crimes Against Women,326,NCRB
Chitrakoot,2018,Crimes Against Women,282,NCRB
Deoria,2018,Crimes Against Women,342,NCRB
Etah,2018,Crimes Against Women,661,NCRB
Etawah,2018,Crimes Against Women,530,NCRB
Ayodhya,2018,Crimes Against Women,976,NCRB
Fatehgarh,2018,Crimes Against Women,791,NCRB
Fatehpur,2018,Crimes Against Women,476,NCRB
Firozabad,2018,Crimes Against Women,768,NCRB
Gautambudh Nagar,2018,Crimes Against Women,861,NCRB
Ghaziabad,2018,Crimes Against Women,1538,NCRB
Ghazipur,2018,Crimes Against Women,745,NCRB
Gonda,2018,Crimes Against Women,466,NCRB
Gorakhpur,2018,Crimes Against Women,1687,NCRB
Hamirpur,2018,Crimes Against Women,326,NCRB
Hapur,2018,Crimes Against Women,475,NCRB
Hardoi,2018,Crimes Against Women,1312,NCRB
Hathras,2018,Crimes Against Women,604,NCRB
Jalaun,2018,Crimes Against Women,468,NCRB
Jaunpur,2018,Crimes Against Women,810,NCRB
Jhansi,2018,Crimes Against Women,679,NCRB
Kannauj,2018,Crimes Against Women,480,NCRB
Kanpur Dehat,2018,Crimes Against Women,756,NCRB
Kanpur Nagar,2018,Crimes Against Women,2148,NCRB
Kasganj,2018,Crimes Against Women,470,NCRB
Kaushambi,2018,Crimes Against Women,375,NCRB
Khiri,2018,Crimes Against Women,1012,NCRB
Kushi Nagar,2018,Crimes Against Women,528,NCRB
Lalitpur,2018,Crimes Against Women,395,NCRB
Lucknow,2018,Crimes Against Women,1969,NCRB
Maharajganj,2018,Crimes Against Women,382,NCRB
Mahoba,2018,Crimes Against Women,409,NCRB
Mainpuri,2018,Crimes Against Women,597,NCRB
Mathura,2018,Crimes Against Women,931,NCRB
Mau,2018,Crimes Against Women,272,NCRB
Meerut,2018,Crimes Against Women,1244,NCRB
Mirzapur,2018,Crimes Against Women,144,NCRB
Moradabad,2018,Crimes Against Women,1275,NCRB
Muzaffarnagar,2018,Crimes Against Women,614,NCRB
Pilibhit,2018,Crimes Against Women,845,NCRB
Pratapgarh,2018,Crimes Against Women,749,NCRB
Raibareilly,2018,Crimes Against Women,722,NCRB
Rampur,2018,Crimes Against Women,892,NCRB
Saharanpur,2018,Crimes Against Women,619,NCRB
Sambhal,2018,Crimes Against Women,715,NCRB
Sant Kabirnagar,2018,Crimes Against Women,420,NCRB
Shahjahanpur,2018,Crimes Against Women,1086,NCRB
Shamli,2018,Crimes Against Women,474,NCRB
Shrawasti,2018,Crimes Against Women,249,NCRB
Sidharthnagar,2018,Crimes Against Women,374,NCRB
Sitapur,2018,Crimes Against Women,1744,NCRB
Sonbhadra,2018,Crimes Against Women,268,NCRB
Bhadohi,2018,Crimes Against Women,197,NCRB
Sultanpur,2018,Crimes Against Women,689,NCRB
Unnao,2018,Crimes Against Women,1239,NCRB
Varanasi,2018,Crimes Against Women,1370,NCRB
Agra,2018,Crimes Against Children,586,NCRB
Aligarh,2018,Crimes Against Children,728,NCRB
Prayagraj,2018,Crimes Against Children,184,NCRB
Ambedkar Nagar,2018,Crimes Against Children,151,NCRB
Amethi,2018,Crimes Against Children,160,NCRB
Amroha,2018,Crimes Against Children,99,NCRB
Auraiya,2018,Crimes Against Children,255,NCRB
Azamgarh,2018,Crimes Against Children,183,NCRB
Badaun,2018,Crimes Against Children,191,NCRB
Baghpat,2018,Crimes Against Children,187,NCRB
Bahraich,2018,Crimes Against Children,114,NCRB
Ballia,2018,Crimes Against Children,397,NCRB
Balrampur,2018,Crimes Against Children,96,NCRB
Banda,2018,Crimes Against Children,161,NCRB
Barabanki,2018,Crimes Against Children,388,NCRB
Bareilly,2018,Crimes Against Children,217,NCRB
Basti,2018,Crimes Against Children,222,NCRB
Bijnor,2018,Crimes Against Children,144,NCRB
Bulandshahar,2018,Crimes Against Children,314,NCRB
Chandoli,2018,Crimes Against Children,167,NCRB
Chitrakoot,2018,Crimes Against Children,32,NCRB
Deoria,2018,Crimes Against Children,176,NCRB
Etah,2018,Crimes Against Children,147,NCRB
Etawah,2018,Crimes Against Children,209,NCRB
Ayodhya,2018,Crimes Against Children,523,NCRB
Fatehgarh,2018,Crimes Against Children,361,NCRB
Fatehpur,2018,Crimes Against Children,334,NCRB
Firozabad,2018,Crimes Against Children,429,NCRB
Gautambudh Nagar,2018,Crimes Against Children,153,NCRB
Ghaziabad,2018,Crimes Against Children,141,NCRB
Ghazipur,2018,Crimes Against Children,609,NCRB
Gonda,2018,Crimes Against Children,159,NCRB
Gorakhpur,2018,Crimes Against Children,415,NCRB
Hamirpur,2018,Crimes Against Children,195,NCRB
Hapur,2018,Crimes Against Children,206,NCRB
Hardoi,2018,Crimes Against Children,304,NCRB
Hathras,2018,Crimes Against Children,190,NCRB
Jalaun,2018,Crimes Against Children,232,NCRB
Jaunpur,2018,Crimes Against Children,578,NCRB
Jhansi,2018,Crimes Against Children,228,NCRB
Kannauj,2018,Crimes Against Children,95,NCRB
Kanpur Dehat,2018,Crimes Against Children,237,NCRB
Kanpur Nagar,2018,Crimes Against Children,381,NCRB
Kasganj,2018,Crimes Against Children,188,NCRB
Kaushambi,2018,Crimes Against Children,218,NCRB
Khiri,2018,Crimes Against Children,197,NCRB
Kushi Nagar,2018,Crimes Against Children,305,NCRB
Lalitpur,2018,Crimes Against Children,148,NCRB
Lucknow,2018,Crimes Against Children,839,NCRB
Maharajganj,2018,Crimes Against Children,220,NCRB
Mahoba,2018,Crimes Against Children,249,NCRB
Mainpuri,2018,Crimes Against Children,411,NCRB
Mathura,2018,Crimes Against Children,51,NCRB
Mau,2018,Crimes Against Children,88,NCRB
Meerut,2018,Crimes Against Children,640,NCRB
Mirzapur,2018,Crimes Against Children,48,NCRB
Moradabad,2018,Crimes Against Children,523,NCRB
Muzaffarnagar,2018,Crimes Against Children,234,NCRB
Pilibhit,2018,Crimes Against Children,102,NCRB
Pratapgarh,2018,Crimes Against Children,129,NCRB
Raibareilly,2018,Crimes Against Children,44,NCRB
Rampur,2018,Crimes Against Children,123,NCRB
Saharanpur,2018,Crimes Against Children,231,NCRB
Sambhal,2018,Crimes Against Children,300,NCRB
Sant Kabirnagar,2018,Crimes Against Children,269,NCRB
Shahjahanpur,2018,Crimes Against Children,187,NCRB
Shamli,2018,Crimes Against Children,130,NCRB
Shrawasti,2018,Crimes Against Children,37,NCRB
Sidharthnagar,2018,Crimes Against Children,193,NCRB
Sitapur,2018,Crimes Against Children,746,NCRB
Sonbhadra,2018,Crimes Against Children,170,NCRB
Bhadohi,2018,Crimes Against Children,86,NCRB
Sultanpur,2018,Crimes Against Children,318,NCRB
Unnao,2018,Crimes Against Children,562,NCRB
Varanasi,2018,Crimes Against Children,651,NCRB
Agra,2018,Crimes Against SCs,183,NCRB
Aligarh,2018,Crimes Against SCs,175,NCRB
Prayagraj,2018,Crimes Against SCs,547,NCRB
Ambedkar Nagar,2018,Crimes Against SCs,9,NCRB
Amethi,2018,Crimes Against SCs,289,NCRB
Amroha,2018,Crimes Against SCs,81,NCRB
Auraiya,2018,Crimes Against SCs,181,NCRB
Azamgarh,2018,Crimes Against SCs,264,NCRB
Badaun,2018,Crimes Against SCs,171,NCRB
Baghpat,2018,Crimes Against SCs,55,NCRB
Bahraich,2018,Crimes Against SCs,246,NCRB
Ballia,2018,Crimes Against SCs,85,NCRB
Balrampur,2018,Crimes Against SCs,94,NCRB
Banda,2018,Crimes Against SCs,129,NCRB
Barabanki,2018,Crimes Against SCs,197,NCRB
Bareilly,2018,Crimes Against SCs,305,NCRB
Basti,2018,Crimes Against SCs,128,NCRB
Bijnor,2018,Crimes Against SCs,73,NCRB
Bulandshahar,2018,Crimes Against SCs,148,NCRB
Chandoli,2018,Crimes Against SCs,244,NCRB
Chitrakoot,2018,Crimes Against SCs,140,NCRB
Deoria,2018,Crimes Against SCs,142,NCRB
Etah,2018,Crimes Against SCs,120,NCRB
Etawah,2018,Crimes Against SCs,96,NCRB
Ayodhya,2018,Crimes Against SCs,360,NCRB
Fatehgarh,2018,Crimes Against SCs,74,NCRB
Fatehpur,2018,Crimes Against SCs,125,NCRB
Firozabad,2018,Crimes Against SCs,158,NCRB
Gautambudh Nagar,2018,Crimes Against SCs,42,NCRB
Ghaziabad,2018,Crimes Against SCs,98,NCRB
Ghazipur,2018,Crimes Against SCs,224,NCRB
Gonda,2018,Crimes Against SCs,349,NCRB
Gorakhpur,2018,Crimes Against SCs,324,NCRB
Hamirpur,2018,Crimes Against SCs,139,NCRB
Hapur,2018,Crimes Against SCs,44,NCRB
Hardoi,2018,Crimes Against SCs,0,NCRB
Hathras,2018,Crimes Against SCs,73,NCRB
Jalaun,2018,Crimes Against SCs,91,NCRB
Jaunpur,2018,Crimes Against SCs,252,NCRB
Jhansi,2018,Crimes Against SCs,200,NCRB
Kannauj,2018,Crimes Against SCs,119,NCRB
Kanpur Dehat,2018,Crimes Against SCs,147,NCRB
Kanpur Nagar,2018,Crimes Against SCs,291,NCRB
Kasganj,2018,Crimes Against SCs,72,NCRB
Kaushambi,2018,Crimes Against SCs,102,NCRB
Khiri,2018,Crimes Against SCs,345,NCRB
Kushi Nagar,2018,Crimes Against SCs,181,NCRB
Lalitpur,2018,Crimes Against SCs,154,NCRB
Lucknow,2018,Crimes Against SCs,463,NCRB
Maharajganj,2018,Crimes Against SCs,88,NCRB
Mahoba,2018,Crimes Against SCs,107,NCRB
Mainpuri,2018,Crimes Against SCs,2,NCRB
Mathura,2018,Crimes Against SCs,0,NCRB
Mau,2018,Crimes Against SCs,95,NCRB
Meerut,2018,Crimes Against SCs,173,NCRB
Mirzapur,2018,Crimes Against SCs,38,NCRB
Moradabad,2018,Crimes Against SCs,78,NCRB
Muzaffarnagar,2018,Crimes Against SCs,72,NCRB
Pilibhit,2018,Crimes Against SCs,173,NCRB
Pratapgarh,2018,Crimes Against SCs,469,NCRB
Raibareilly,2018,Crimes Against SCs,234,NCRB
Rampur,2018,Crimes Against SCs,70,NCRB
Saharanpur,2018,Crimes Against SCs,72,NCRB
Sambhal,2018,Crimes Against SCs,41,NCRB
Sant Kabirnagar,2018,Crimes Against SCs,121,NCRB
Shahjahanpur,2018,Crimes Against SCs,0,NCRB
Shamli,2018,Crimes Against SCs,24,NCRB
Shrawasti,2018,Crimes Against SCs,98,NCRB
Sidharthnagar,2018,Crimes Against SCs,101,NCRB
Sitapur,2018,Crimes Against SCs,517,NCRB
Sonbhadra,2018,Crimes Against SCs,99,NCRB
Bhadohi,2018,Crimes Against SCs,99,NCRB
Sultanpur,2018,Crimes Against SCs,287,NCRB
Unnao,2018,Crimes Against SCs,58,NCRB
Varanasi,2018,Crimes Against SCs,272,NCRB
Agra,2018,Crimes Against STs,0,NCRB
Aligarh,2018,Crimes Against STs,0,NCRB
Prayagraj,2018,Crimes Against STs,0,NCRB
Ambedkar Nagar,2018,Crimes Against STs,0,NCRB
Amethi,2018,Crimes Against STs,0,NCRB
Amroha,2018,Crimes Against STs,0,NCRB
Auraiya,2018,Crimes Against STs,0,NCRB
Azamgarh,2018,Crimes Against STs,0,NCRB
Badaun,2018,Crimes Against STs,0,NCRB
Baghpat,2018,Crimes Against STs,0,NCRB
Bahraich,2018,Crimes Against STs,0,NCRB
Ballia,2018,Crimes Against STs,0,NCRB
Balrampur,2018,Crimes Against STs,0,NCRB
Banda,2018,Crimes Against STs,0,NCRB
Barabanki,2018,Crimes Against STs,0,NCRB
Bareilly,2018,Crimes Against STs,0,NCRB
Basti,2018,Crimes Against STs,128,NCRB
Bijnor,2018,Crimes Against STs,0,NCRB
Bulandshahar,2018,Crimes Against STs,0,NCRB
Chandoli,2018,Crimes Against STs,0,NCRB
Chitrakoot,2018,Crimes Against STs,0,NCRB
Deoria,2018,Crimes Against STs,0,NCRB
Etah,2018,Crimes Against STs,0,NCRB
Etawah,2018,Crimes Against STs,0,NCRB
Ayodhya,2018,Crimes Against STs,0,NCRB
Fatehgarh,2018,Crimes Against STs,0,NCRB
Fatehpur,2018,Crimes Against STs,0,NCRB
Firozabad,2018,Crimes Against STs,0,NCRB
Gautambudh Nagar,2018,Crimes Against STs,0,NCRB
Ghaziabad,2018,Crimes Against STs,0,NCRB
Ghazipur,2018,Crimes Against STs,0,NCRB
Gonda,2018,Crimes Against STs,0,NCRB
Gorakhpur,2018,Crimes Against STs,0,NCRB
Hamirpur,2018,Crimes Against STs,0,NCRB
Hapur,2018,Crimes Against STs,0,NCRB
Hardoi,2018,Crimes Against STs,0,NCRB
Hathras,2018,Crimes Against STs,0,NCRB
Jalaun,2018,Crimes Against STs,0,NCRB
Jaunpur,2018,Crimes Against STs,0,NCRB
Jhansi,2018,Crimes Against STs,0,NCRB
Kannauj,2018,Crimes Against STs,0,NCRB
Kanpur Dehat,2018,Crimes Against STs,0,NCRB
Kanpur Nagar,2018,Crimes Against STs,0,NCRB
Kasganj,2018,Crimes Against STs,0,NCRB
Kaushambi,2018,Crimes Against STs,0,NCRB
Khiri,2018,Crimes Against STs,0,NCRB
Kushi Nagar,2018,Crimes Against STs,0,NCRB
Lalitpur,2018,Crimes Against STs,0,NCRB
Lucknow,2018,Crimes Against STs,0,NCRB
Maharajganj,2018,Crimes Against STs,0,NCRB
Mahoba,2018,Crimes Against STs,0,NCRB
Mainpuri,2018,Crimes Against STs,0,NCRB
Mathura,2018,Crimes Against STs,0,NCRB
Mau,2018,Crimes Against STs,0,NCRB
Meerut,2018,Crimes Against STs,0,NCRB
Mirzapur,2018,Crimes Against STs,0,NCRB
Moradabad,2018,Crimes Against STs,0,NCRB
Muzaffarnagar,2018,Crimes Against STs,0,NCRB
Pilibhit,2018,Crimes Against STs,0,NCRB
Pratapgarh,2018,Crimes Against STs,0,NCRB
Raibareilly,2018,Crimes Against STs,0,NCRB
Rampur,2018,Crimes Against STs,0,NCRB
Saharanpur,2018,Crimes Against STs,0,NCRB
Sambhal,2018,Crimes Against STs,0,NCRB
Sant Kabirnagar,2018,Crimes Against STs,0,NCRB
Shahjahanpur,2018,Crimes Against STs,0,NCRB
Shamli,2018,Crimes Against STs,0,NCRB
Shrawasti,2018,Crimes Against STs,0,NCRB
Sidharthnagar,2018,Crimes Against STs,0,NCRB
Sitapur,2018,Crimes Against STs,0,NCRB
Sonbhadra,2018,Crimes Against STs,17,NCRB
Bhadohi,2018,Crimes Against STs,0,NCRB
Sultanpur,2018,Crimes Against STs,0,NCRB
Unnao,2018,Crimes Against STs,0,NCRB
Varanasi,2018,Crimes Against STs,0,NCRB
Agra,2018,Cyber Crimes,86,NCRB
Aligarh,2018,Cyber Crimes,58,NCRB
Prayagraj,2018,Cyber Crimes,386,NCRB
Ambedkar Nagar,2018,Cyber Crimes,46,NCRB
Amethi,2018,Cyber Crimes,32,NCRB
Amroha,2018,Cyber Crimes,28,NCRB
Auraiya,2018,Cyber Crimes,53,NCRB
Azamgarh,2018,Cyber Crimes,102,NCRB
Badaun,2018,Cyber Crimes,49,NCRB
Baghpat,2018,Cyber Crimes,27,NCRB
Bahraich,2018,Cyber Crimes,48,NCRB
Ballia,2018,Cyber Crimes,35,NCRB
Balrampur,2018,Cyber Crimes,20,NCRB
Banda,2018,Cyber Crimes,28,NCRB
Barabanki,2018,Cyber Crimes,46,NCRB
Bareilly,2018,Cyber Crimes,137,NCRB
Basti,2018,Cyber Crimes,64,NCRB
Bijnor,2018,Cyber Crimes,61,NCRB
Bulandshahar,2018,Cyber Crimes,60,NCRB
Chandoli,2018,Cyber Crimes,25,NCRB
Chitrakoot,2018,Cyber Crimes,16,NCRB
Deoria,2018,Cyber Crimes,68,NCRB
Etah,2018,Cyber Crimes,30,NCRB
Etawah,2018,Cyber Crimes,58,NCRB
Ayodhya,2018,Cyber Crimes,42,NCRB
Fatehgarh,2018,Cyber Crimes,43,NCRB
Fatehpur,2018,Cyber Crimes,17,NCRB
Firozabad,2018,Cyber Crimes,60,NCRB
Gautambudh Nagar,2018,Cyber Crimes,536,NCRB
Ghaziabad,2018,Cyber Crimes,234,NCRB
Ghazipur,2018,Cyber Crimes,52,NCRB
Gonda,2018,Cyber Crimes,46,NCRB
Gorakhpur,2018,Cyber Crimes,312,NCRB
Hamirpur,2018,Cyber Crimes,7,NCRB
